model_trait,model_trait_description,outcome_id,outcome_description,outcome_content,mapping_tier,sapa_proxy_construct,sapa_source_scales,sapa_item_ids,human_measurement_support_tier,exact_source_group,exact_source_group_size,overlap_item_ids,predictor_min_observed_items,outcome_min_observed_items,eligible_respondent_n,pearson_r,pearson_ci95_low,pearson_ci95_high,spearman_r,spearman_ci95_approx_low,spearman_ci95_approx_high,association_status,unavailable_reason
rebellious,Challenges authority and conventional wisdom. Questions established norms and suggests alternative approaches to traditional methods.,q_2765,Am happy with my life.,Appraisal,direct,rebellious,HEXACO:H:O:U;BFAS:BFAS:A:P,q_1609;q_1624,REDUNDANT / BROAD,91292cb6beb7,1,,2,1,110,0.00708644,-0.18039438,0.1940704,-0.01036335,-0.19722212,0.17722201,observed,
rebellious,Challenges authority and conventional wisdom. Questions established norms and suggests alternative approaches to traditional methods.,q_1371,Love life.,Appraisal,direct,rebellious,HEXACO:H:O:U;BFAS:BFAS:A:P,q_1609;q_1624,REDUNDANT / BROAD,91292cb6beb7,1,,2,1,139,-0.00644551,-0.17276091,0.16022725,0.03691498,-0.13038723,0.20217316,observed,
rebellious,Challenges authority and conventional wisdom. Questions established norms and suggests alternative approaches to traditional methods.,q_1043,Have a lot of fun.,Affect,direct,rebellious,HEXACO:H:O:U;BFAS:BFAS:A:P,q_1609;q_1624,REDUNDANT / BROAD,91292cb6beb7,1,,2,1,109,-0.1639945,-0.3415599,0.02487455,-0.1724883,-0.34925822,0.01613699,observed,
rebellious,Challenges authority and conventional wisdom. Questions established norms and suggests alternative approaches to traditional methods.,q_208,Am often in a bad mood.,Affect,direct,rebellious,HEXACO:H:O:U;BFAS:BFAS:A:P,q_1609;q_1624,REDUNDANT / BROAD,91292cb6beb7,1,,2,1,140,-0.13392401,-0.2933104,0.03270594,-0.15849003,-0.31608224,0.00761344,observed,
rebellious,Challenges authority and conventional wisdom. Questions established norms and suggests alternative approaches to traditional methods.,q_206,Am often down in the dumps.,Affect,direct,rebellious,HEXACO:H:O:U;BFAS:BFAS:A:P,q_1609;q_1624,REDUNDANT / BROAD,91292cb6beb7,1,,2,1,130,-0.15719663,-0.32070225,0.01540647,-0.15556012,-0.31919645,0.01708356,observed,
rebellious,Challenges authority and conventional wisdom. Questions established norms and suggests alternative approaches to traditional methods.,q_1578,Rarely feel depressed.,Affect,direct,rebellious,HEXACO:H:O:U;BFAS:BFAS:A:P,q_1609;q_1624,REDUNDANT / BROAD,91292cb6beb7,1,,2,1,110,0.00187616,-0.18543045,0.18905121,0.01001981,-0.17755477,0.19689188,observed,
rebellious,Challenges authority and conventional wisdom. Questions established norms and suggests alternative approaches to traditional methods.,q_875,Feel that my life lacks direction.,Meaning-making,direct,rebellious,HEXACO:H:O:U;BFAS:BFAS:A:P,q_1609;q_1624,REDUNDANT / BROAD,91292cb6beb7,1,,2,1,127,-0.22306768,-0.38242081,-0.05082831,-0.19698758,-0.35888593,-0.02358224,observed,
rebellious,Challenges authority and conventional wisdom. Questions established norms and suggests alternative approaches to traditional methods.,q_285,Am very pleased with myself.,Self-concept,direct,rebellious,HEXACO:H:O:U;BFAS:BFAS:A:P,q_1609;q_1624,REDUNDANT / BROAD,91292cb6beb7,1,,2,1,138,-0.00033165,-0.16742721,0.16678243,-0.00447461,-0.17145125,0.16275192,observed,
rebellious,Challenges authority and conventional wisdom. Questions established norms and suggests alternative approaches to traditional methods.,q_820,Feel comfortable with myself.,Self-concept,direct,rebellious,HEXACO:H:O:U;BFAS:BFAS:A:P,q_1609;q_1624,REDUNDANT / BROAD,91292cb6beb7,1,,2,1,112,0.22996096,0.04638444,0.398512,0.18941671,0.00400158,0.36224068,observed,
rebellious,Challenges authority and conventional wisdom. Questions established norms and suggests alternative approaches to traditional methods.,q_1044,Have a low opinion of myself.,Self-concept,direct,rebellious,HEXACO:H:O:U;BFAS:BFAS:A:P,q_1609;q_1624,REDUNDANT / BROAD,91292cb6beb7,1,,2,1,145,0.003196,-0.15989654,0.16611868,-0.01636527,-0.17889726,0.14703621,observed,
rebellious,Challenges authority and conventional wisdom. Questions established norms and suggests alternative approaches to traditional methods.,q_867,Feel that I'm unable to deal with things.,Self-concept,direct,rebellious,HEXACO:H:O:U;BFAS:BFAS:A:P,q_1609;q_1624,REDUNDANT / BROAD,91292cb6beb7,1,,2,1,128,0.0630677,-0.11168512,0.23403687,0.01631863,-0.15765833,0.18931305,observed,
rebellious,Challenges authority and conventional wisdom. Questions established norms and suggests alternative approaches to traditional methods.,q_4288,Often feel lonely.,Interpersonal relationships,direct,rebellious,HEXACO:H:O:U;BFAS:BFAS:A:P,q_1609;q_1624,REDUNDANT / BROAD,91292cb6beb7,1,,2,1,145,-0.0278216,-0.18996929,0.13580352,-0.0306874,-0.19273252,0.13298707,observed,
rebellious,Challenges authority and conventional wisdom. Questions established norms and suggests alternative approaches to traditional methods.,q_832,Feel healthy and vibrant most of the time.,Vitality,direct,rebellious,HEXACO:H:O:U;BFAS:BFAS:A:P,q_1609;q_1624,REDUNDANT / BROAD,91292cb6beb7,1,,2,1,154,-0.08496563,-0.23990244,0.07419205,-0.05129481,-0.20776988,0.10773993,observed,
reserved,Maintains emotional restraint and limits personal disclosure.,HiFWB_composite,frozen_13_item_composite,Composite,direct,reserved,BFAS:BFAS:E:E;HEXACO:H:X:S;MPQ:MPQ:SC;QB6:QB6:X,q_1196;q_1635;q_1742,REDUNDANT / BROAD,a28f783917d2,1,,2,2,649,-0.38343487,-0.44719944,-0.31579253,-0.37598693,-0.44021008,-0.30793624,observed,
reserved,Maintains emotional restraint and limits personal disclosure.,q_2765,Am happy with my life.,Appraisal,direct,reserved,BFAS:BFAS:E:E;HEXACO:H:X:S;MPQ:MPQ:SC;QB6:QB6:X,q_1196;q_1635;q_1742,REDUNDANT / BROAD,a28f783917d2,1,,2,1,197,-0.28728577,-0.41059158,-0.15366129,-0.2694351,-0.39437629,-0.13471349,observed,
reserved,Maintains emotional restraint and limits personal disclosure.,q_1371,Love life.,Appraisal,direct,reserved,BFAS:BFAS:E:E;HEXACO:H:X:S;MPQ:MPQ:SC;QB6:QB6:X,q_1196;q_1635;q_1742,REDUNDANT / BROAD,a28f783917d2,1,,2,1,249,-0.36651613,-0.46944278,-0.25376221,-0.35760871,-0.46141221,-0.24414631,observed,
reserved,Maintains emotional restraint and limits personal disclosure.,q_1043,Have a lot of fun.,Affect,direct,reserved,BFAS:BFAS:E:E;HEXACO:H:X:S;MPQ:MPQ:SC;QB6:QB6:X,q_1196;q_1635;q_1742,REDUNDANT / BROAD,a28f783917d2,1,,2,1,177,-0.44329322,-0.55453499,-0.3164864,-0.44682454,-0.55757698,-0.32044336,observed,
reserved,Maintains emotional restraint and limits personal disclosure.,q_208,Am often in a bad mood.,Affect,direct,reserved,BFAS:BFAS:E:E;HEXACO:H:X:S;MPQ:MPQ:SC;QB6:QB6:X,q_1196;q_1635;q_1742,REDUNDANT / BROAD,a28f783917d2,1,,2,1,263,-0.34638807,-0.44855137,-0.23528953,-0.34378316,-0.44618614,-0.23249425,observed,
reserved,Maintains emotional restraint and limits personal disclosure.,q_206,Am often down in the dumps.,Affect,direct,reserved,BFAS:BFAS:E:E;HEXACO:H:X:S;MPQ:MPQ:SC;QB6:QB6:X,q_1196;q_1635;q_1742,REDUNDANT / BROAD,a28f783917d2,1,,2,1,266,-0.34092235,-0.4430283,-0.23008504,-0.32893774,-0.43211406,-0.21726145,observed,
reserved,Maintains emotional restraint and limits personal disclosure.,q_1578,Rarely feel depressed.,Affect,direct,reserved,BFAS:BFAS:E:E;HEXACO:H:X:S;MPQ:MPQ:SC;QB6:QB6:X,q_1196;q_1635;q_1742,REDUNDANT / BROAD,a28f783917d2,1,,2,1,214,-0.2026679,-0.32787252,-0.0704667,-0.20616473,-0.33112563,-0.07409695,observed,
reserved,Maintains emotional restraint and limits personal disclosure.,q_875,Feel that my life lacks direction.,Meaning-making,direct,reserved,BFAS:BFAS:E:E;HEXACO:H:X:S;MPQ:MPQ:SC;QB6:QB6:X,q_1196;q_1635;q_1742,REDUNDANT / BROAD,a28f783917d2,1,,2,1,285,-0.26501713,-0.36981695,-0.15355837,-0.2627979,-0.36775601,-0.15122841,observed,
reserved,Maintains emotional restraint and limits personal disclosure.,q_285,Am very pleased with myself.,Self-concept,direct,reserved,BFAS:BFAS:E:E;HEXACO:H:X:S;MPQ:MPQ:SC;QB6:QB6:X,q_1196;q_1635;q_1742,REDUNDANT / BROAD,a28f783917d2,1,,2,1,260,-0.3463227,-0.44905696,-0.23455101,-0.35069337,-0.45301979,-0.23924672,observed,
reserved,Maintains emotional restraint and limits personal disclosure.,q_820,Feel comfortable with myself.,Self-concept,direct,reserved,BFAS:BFAS:E:E;HEXACO:H:X:S;MPQ:MPQ:SC;QB6:QB6:X,q_1196;q_1635;q_1742,REDUNDANT / BROAD,a28f783917d2,1,,2,1,217,-0.20884041,-0.33276908,-0.07782052,-0.21201645,-0.33572101,-0.08112272,observed,
reserved,Maintains emotional restraint and limits personal disclosure.,q_1044,Have a low opinion of myself.,Self-concept,direct,reserved,BFAS:BFAS:E:E;HEXACO:H:X:S;MPQ:MPQ:SC;QB6:QB6:X,q_1196;q_1635;q_1742,REDUNDANT / BROAD,a28f783917d2,1,,2,1,267,-0.23471614,-0.34503981,-0.1179951,-0.2264573,-0.33733258,-0.10938521,observed,
reserved,Maintains emotional restraint and limits personal disclosure.,q_867,Feel that I'm unable to deal with things.,Self-concept,direct,reserved,BFAS:BFAS:E:E;HEXACO:H:X:S;MPQ:MPQ:SC;QB6:QB6:X,q_1196;q_1635;q_1742,REDUNDANT / BROAD,a28f783917d2,1,,2,1,259,-0.34453539,-0.44762603,-0.23240661,-0.34181992,-0.44516141,-0.22949282,observed,
reserved,Maintains emotional restraint and limits personal disclosure.,q_4288,Often feel lonely.,Interpersonal relationships,direct,reserved,BFAS:BFAS:E:E;HEXACO:H:X:S;MPQ:MPQ:SC;QB6:QB6:X,q_1196;q_1635;q_1742,REDUNDANT / BROAD,a28f783917d2,1,,2,1,268,-0.28164235,-0.38835775,-0.16747279,-0.29233112,-0.39820424,-0.17877183,observed,
reserved,Maintains emotional restraint and limits personal disclosure.,q_832,Feel healthy and vibrant most of the time.,Vitality,direct,reserved,BFAS:BFAS:E:E;HEXACO:H:X:S;MPQ:MPQ:SC;QB6:QB6:X,q_1196;q_1635;q_1742,REDUNDANT / BROAD,a28f783917d2,1,,2,1,259,-0.31953741,-0.42487795,-0.20565873,-0.33506677,-0.43902529,-0.22225518,observed,
resilient,Bounces back quickly from setbacks and maintains stability through adversity.,HiFWB_composite,frozen_13_item_composite,Composite,direct,resilient,IPIPneo:N6:VU;HEXACO:H:E:A,q_1606;q_1616,REDUNDANT / BROAD,be2f5b5adf61,1,,2,2,313,0.47818575,0.38788756,0.55939212,0.45614936,0.36367938,0.53971725,observed,
resilient,Bounces back quickly from setbacks and maintains stability through adversity.,q_2765,Am happy with my life.,Appraisal,direct,resilient,IPIPneo:N6:VU;HEXACO:H:E:A,q_1606;q_1616,REDUNDANT / BROAD,be2f5b5adf61,1,,2,1,95,0.3846194,0.19846052,0.54399347,0.35843395,0.16910722,0.52224971,observed,
resilient,Bounces back quickly from setbacks and maintains stability through adversity.,q_1371,Love life.,Appraisal,direct,resilient,IPIPneo:N6:VU;HEXACO:H:E:A,q_1606;q_1616,REDUNDANT / BROAD,be2f5b5adf61,1,,2,1,155,0.24400264,0.08980905,0.38677304,0.23874709,0.08427064,0.38201695,observed,
resilient,Bounces back quickly from setbacks and maintains stability through adversity.,q_1043,Have a lot of fun.,Affect,direct,resilient,IPIPneo:N6:VU;HEXACO:H:E:A,q_1606;q_1616,REDUNDANT / BROAD,be2f5b5adf61,1,,2,1,102,0.20935156,0.01550806,0.38802842,0.23960263,0.04733331,0.41475148,observed,
resilient,Bounces back quickly from setbacks and maintains stability through adversity.,q_208,Am often in a bad mood.,Affect,direct,resilient,IPIPneo:N6:VU;HEXACO:H:E:A,q_1606;q_1616,REDUNDANT / BROAD,be2f5b5adf61,1,,2,1,137,0.30326026,0.1428082,0.44818063,0.2889807,0.12744188,0.43558489,observed,
resilient,Bounces back quickly from setbacks and maintains stability through adversity.,q_206,Am often down in the dumps.,Affect,direct,resilient,IPIPneo:N6:VU;HEXACO:H:E:A,q_1606;q_1616,REDUNDANT / BROAD,be2f5b5adf61,1,,2,1,135,0.40432031,0.25262037,0.53661947,0.40172876,0.24972144,0.53441267,observed,
resilient,Bounces back quickly from setbacks and maintains stability through adversity.,q_1578,Rarely feel depressed.,Affect,direct,resilient,IPIPneo:N6:VU;HEXACO:H:E:A,q_1606;q_1616,REDUNDANT / BROAD,be2f5b5adf61,1,,2,1,113,0.32784427,0.15234059,0.48330394,0.29135831,0.11269397,0.45177258,observed,
resilient,Bounces back quickly from setbacks and maintains stability through adversity.,q_875,Feel that my life lacks direction.,Meaning-making,direct,resilient,IPIPneo:N6:VU;HEXACO:H:E:A,q_1606;q_1616,REDUNDANT / BROAD,be2f5b5adf61,1,,2,1,138,0.1861619,0.01966894,0.34260868,0.17625412,0.00942693,0.33353537,observed,
resilient,Bounces back quickly from setbacks and maintains stability through adversity.,q_285,Am very pleased with myself.,Self-concept,direct,resilient,IPIPneo:N6:VU;HEXACO:H:E:A,q_1606;q_1616,REDUNDANT / BROAD,be2f5b5adf61,1,,2,1,140,0.38807339,0.23745831,0.52046759,0.36280336,0.20951058,0.49869034,observed,
resilient,Bounces back quickly from setbacks and maintains stability through adversity.,q_820,Feel comfortable with myself.,Self-concept,direct,resilient,IPIPneo:N6:VU;HEXACO:H:E:A,q_1606;q_1616,REDUNDANT / BROAD,be2f5b5adf61,1,,2,1,91,0.45050535,0.26957111,0.6007162,0.42216144,0.23680487,0.57786552,observed,
resilient,Bounces back quickly from setbacks and maintains stability through adversity.,q_1044,Have a low opinion of myself.,Self-concept,direct,resilient,IPIPneo:N6:VU;HEXACO:H:E:A,q_1606;q_1616,REDUNDANT / BROAD,be2f5b5adf61,1,,2,1,141,0.32333573,0.16694713,0.46385425,0.30734262,0.14963295,0.44980149,observed,
resilient,Bounces back quickly from setbacks and maintains stability through adversity.,q_867,Feel that I'm unable to deal with things.,Self-concept,direct,resilient,IPIPneo:N6:VU;HEXACO:H:E:A,q_1606;q_1616,REDUNDANT / BROAD,be2f5b5adf61,1,,2,1,147,0.4100815,0.26583699,0.53636577,0.40012379,0.25473132,0.52782591,observed,
resilient,Bounces back quickly from setbacks and maintains stability through adversity.,q_4288,Often feel lonely.,Interpersonal relationships,direct,resilient,IPIPneo:N6:VU;HEXACO:H:E:A,q_1606;q_1616,REDUNDANT / BROAD,be2f5b5adf61,1,,2,1,138,0.22863125,0.06397043,0.38117322,0.22564492,0.0608339,0.3784787,observed,
resilient,Bounces back quickly from setbacks and maintains stability through adversity.,q_832,Feel healthy and vibrant most of the time.,Vitality,direct,resilient,IPIPneo:N6:VU;HEXACO:H:E:A,q_1606;q_1616,REDUNDANT / BROAD,be2f5b5adf61,1,,2,1,126,0.50238322,0.35902383,0.62258354,0.49686692,0.35260313,0.61806096,observed,
reverent,"Shows deep respect, honor, and veneration for traditions and authority.",HiFWB_composite,frozen_13_item_composite,Composite,close,reverent,BFAS:BFAS:A:P;EPQr:EPQ:P,q_1624;q_4236,REDUNDANT / BROAD,7e3e5c1733fb,1,,2,2,404,0.06079453,-0.03698945,0.15742536,0.06576775,-0.03200218,0.16229097,observed,
reverent,"Shows deep respect, honor, and veneration for traditions and authority.",q_2765,Am happy with my life.,Appraisal,close,reverent,BFAS:BFAS:A:P;EPQr:EPQ:P,q_1624;q_4236,REDUNDANT / BROAD,7e3e5c1733fb,1,,2,1,146,0.1769675,0.01494887,0.329931,0.14784218,-0.01496563,0.30301319,observed,
reverent,"Shows deep respect, honor, and veneration for traditions and authority.",q_1371,Love life.,Appraisal,close,reverent,BFAS:BFAS:A:P;EPQr:EPQ:P,q_1624;q_4236,REDUNDANT / BROAD,7e3e5c1733fb,1,,2,1,190,0.07820211,-0.06487341,0.21812717,0.09051508,-0.05251491,0.22990604,observed,
reverent,"Shows deep respect, honor, and veneration for traditions and authority.",q_1043,Have a lot of fun.,Affect,close,reverent,BFAS:BFAS:A:P;EPQr:EPQ:P,q_1624;q_4236,REDUNDANT / BROAD,7e3e5c1733fb,1,,2,1,130,0.04235743,-0.13078251,0.21299011,0.06914214,-0.1042855,0.23848895,observed,
reverent,"Shows deep respect, honor, and veneration for traditions and authority.",q_208,Am often in a bad mood.,Affect,close,reverent,BFAS:BFAS:A:P;EPQr:EPQ:P,q_1624;q_4236,REDUNDANT / BROAD,7e3e5c1733fb,1,,2,1,171,0.21687205,0.06904688,0.35537813,0.2345414,0.08755063,0.37153639,observed,
reverent,"Shows deep respect, honor, and veneration for traditions and authority.",q_206,Am often down in the dumps.,Affect,close,reverent,BFAS:BFAS:A:P;EPQr:EPQ:P,q_1624;q_4236,REDUNDANT / BROAD,7e3e5c1733fb,1,,2,1,178,-0.05043136,-0.19606173,0.09737564,-0.0381343,-0.1841859,0.10956494,observed,
reverent,"Shows deep respect, honor, and veneration for traditions and authority.",q_1578,Rarely feel depressed.,Affect,close,reverent,BFAS:BFAS:A:P;EPQr:EPQ:P,q_1624;q_4236,REDUNDANT / BROAD,7e3e5c1733fb,1,,2,1,148,0.04600231,-0.11620402,0.20581852,0.04368611,-0.11849293,0.20359492,observed,
reverent,"Shows deep respect, honor, and veneration for traditions and authority.",q_875,Feel that my life lacks direction.,Meaning-making,close,reverent,BFAS:BFAS:A:P;EPQr:EPQ:P,q_1624;q_4236,REDUNDANT / BROAD,7e3e5c1733fb,1,,2,1,162,0.05676895,-0.09828686,0.20913375,0.06129303,-0.09378884,0.21347095,observed,
reverent,"Shows deep respect, honor, and veneration for traditions and authority.",q_285,Am very pleased with myself.,Self-concept,close,reverent,BFAS:BFAS:A:P;EPQr:EPQ:P,q_1624;q_4236,REDUNDANT / BROAD,7e3e5c1733fb,1,,2,1,158,0.05654673,-0.10048075,0.21082562,0.07644759,-0.08065547,0.22984436,observed,
reverent,"Shows deep respect, honor, and veneration for traditions and authority.",q_820,Feel comfortable with myself.,Self-concept,close,reverent,BFAS:BFAS:A:P;EPQr:EPQ:P,q_1624;q_4236,REDUNDANT / BROAD,7e3e5c1733fb,1,,2,1,118,0.00355473,-0.17731856,0.18419573,0.02149181,-0.15988869,0.2014685,observed,
reverent,"Shows deep respect, honor, and veneration for traditions and authority.",q_1044,Have a low opinion of myself.,Self-concept,close,reverent,BFAS:BFAS:A:P;EPQr:EPQ:P,q_1624;q_4236,REDUNDANT / BROAD,7e3e5c1733fb,1,,2,1,187,-0.02298562,-0.16593158,0.12090642,0.00050097,-0.14300257,0.14398387,observed,
reverent,"Shows deep respect, honor, and veneration for traditions and authority.",q_867,Feel that I'm unable to deal with things.,Self-concept,close,reverent,BFAS:BFAS:A:P;EPQr:EPQ:P,q_1624;q_4236,REDUNDANT / BROAD,7e3e5c1733fb,1,,2,1,170,0.02868776,-0.12235481,0.17843156,0.04814057,-0.10312088,0.19722575,observed,
reverent,"Shows deep respect, honor, and veneration for traditions and authority.",q_4288,Often feel lonely.,Interpersonal relationships,close,reverent,BFAS:BFAS:A:P;EPQr:EPQ:P,q_1624;q_4236,REDUNDANT / BROAD,7e3e5c1733fb,1,,2,1,176,0.00226918,-0.14569979,0.15013885,-0.01485885,-0.16242193,0.13335432,observed,
reverent,"Shows deep respect, honor, and veneration for traditions and authority.",q_832,Feel healthy and vibrant most of the time.,Vitality,close,reverent,BFAS:BFAS:A:P;EPQr:EPQ:P,q_1624;q_4236,REDUNDANT / BROAD,7e3e5c1733fb,1,,2,1,151,0.03679672,-0.12365855,0.19537687,0.07524519,-0.08551102,0.2321831,observed,
risk_taking,"Encourages bold actions, experimentation, and embracing uncertainty.",HiFWB_composite,frozen_13_item_composite,Composite,close,risk_taking,MPQ:MPQ:HA;HEXACO:H:E:F;QB6:QB6:H,q_1781;q_292;q_1780,REDUNDANT / BROAD,54734d6dd527,1,,2,2,1062,0.11491369,0.05513934,0.17386731,0.11471585,0.05493947,0.17367288,observed,
risk_taking,"Encourages bold actions, experimentation, and embracing uncertainty.",q_2765,Am happy with my life.,Appraisal,close,risk_taking,MPQ:MPQ:HA;HEXACO:H:E:F;QB6:QB6:H,q_1781;q_292;q_1780,REDUNDANT / BROAD,54734d6dd527,1,,2,1,343,0.04702704,-0.05916305,0.15216472,0.0685597,-0.0376088,0.17319771,observed,
risk_taking,"Encourages bold actions, experimentation, and embracing uncertainty.",q_1371,Love life.,Appraisal,close,risk_taking,MPQ:MPQ:HA;HEXACO:H:E:F;QB6:QB6:H,q_1781;q_292;q_1780,REDUNDANT / BROAD,54734d6dd527,1,,2,1,413,0.12573993,0.02960458,0.21957037,0.10850087,0.01213336,0.20287141,observed,
risk_taking,"Encourages bold actions, experimentation, and embracing uncertainty.",q_1043,Have a lot of fun.,Affect,close,risk_taking,MPQ:MPQ:HA;HEXACO:H:E:F;QB6:QB6:H,q_1781;q_292;q_1780,REDUNDANT / BROAD,54734d6dd527,1,,2,1,331,0.27102236,0.16813423,0.36806912,0.26599871,0.16286854,0.36337929,observed,
risk_taking,"Encourages bold actions, experimentation, and embracing uncertainty.",q_208,Am often in a bad mood.,Affect,close,risk_taking,MPQ:MPQ:HA;HEXACO:H:E:F;QB6:QB6:H,q_1781;q_292;q_1780,REDUNDANT / BROAD,54734d6dd527,1,,2,1,413,0.12866055,0.03257037,0.22239406,0.1138529,0.01755117,0.20806164,observed,
risk_taking,"Encourages bold actions, experimentation, and embracing uncertainty.",q_206,Am often down in the dumps.,Affect,close,risk_taking,MPQ:MPQ:HA;HEXACO:H:E:F;QB6:QB6:H,q_1781;q_292;q_1780,REDUNDANT / BROAD,54734d6dd527,1,,2,1,396,0.11643268,0.01809407,0.21254022,0.11557425,0.0172242,0.21170923,observed,
